text,url,manifestolabel_human
"Erdkunde:

Es gibt 57 muslimische Länder auf der Welt.

In wie vielen dieser Länder gibt es?

Demokratie
Gleichberechtigung
Sozialstaat
Religionsfreiheit
Gewaltenteilung
Meinungsfreiheit
Rechtssicherheit
Erwachsenenehe
Menschenwürde

Bin mal gespannt auf Antworten! 😎",https://twitter.com/hannovergenuss/status/1294255625686458368,freedom/human rights +
"Lieferengpässe und Verzögerungen bei den Labors: Weil die Tests knapp werden, ändert das RKI die Teststrategie. Künftig sollen Menschen ohne Symptome nicht mehr getestet werden.  Genau das hatten Kritiker des bisherigen RKI-Kurses schon früher gefordert. https://t.co/ApdHYqXBej",https://twitter.com/reitschuster/status/1324435122121297921,welfare +
.@OlafScholz fordert wieder mal eine #Vermögenssteuer. Aber Vermögen ist in Deutschland in erster Linie das betriebliche Vermögen des #Mittelstand|es. Eine Besteuerung der Substanz der #Familienbetriebe ginge zu Lasten von Arbeitsplätzen und privaten #Investitionen. (1/4),https://twitter.com/c_lindner/status/1348564610069237761,free enterprise +
"Wir müssen den öffentlich-rechtlichen Medien dankbar sein, dass sie uns vor so scheußlichen Wörtern wie “Enthauptung“ schützen.",https://twitter.com/NorbertBolz/status/1323211616884793347,infrastructure +
"Ibiza war ein angeordneter ""Staatsstreich"", der sich auch in Deutschland wiederholen könne, sagt #oe24 hier.

Als hätten dunkle Mächte einen untadeligen Politiker mit Gewalt gezwungen, v. Korruption u. Machtmissbrauch zu fantasieren, statt einfach aufzustehen u. zu gehen.

#kobuk https://t.co/xW1i2o2NRG",https://twitter.com/bassena/status/1265658010598281216,political corruption -
"Das ist nicht ganz richtig, Frau Merkel hat die Kriese „2015“ eindeutig eingeleitet und im Alleingang verursacht! Und es war eindeutig kein Notfall. Ganz Europa wusste das die Flüchtlings Karawane sich in Bewegung setzte. Zeit genug war zum umzuleiten, es gab kein Helmut Schmidt",https://twitter.com/EckahardG/status/1238577799881011200,multiculturalism -
"5G ist die Basis für den Einsatz neuer Technologien. Es bleibt zu hoffen, dass heute in der #srfarena nicht zu viele Aluhüte bei @srfnews gebastelt werden.",https://twitter.com/ginsig/status/1225645338028937216,infrastructure +
An den Schulen in NRW hat Gewalt gegen Lehrer offenbar zugenommen. An mehr als 40 Prozent der Schulen gab es in den vergangenen fünf Jahren körperliche Gewalt von Schülern gegenüber Lehrern. Das ist das Ergebnis einer repräsentativen Umfrage im Auftrag der Lehrergewerkschaft VBE.,https://twitter.com/WDRaktuell/status/1309057567931412482,undefined
"(2) Daher ist die Steigerung des BIP definitiv kein sinnvolles Staatsziel. Das Einkommen, welches ein gutes Leben erlaubt, hat Deutschland längst erreicht. Sinnvollere Ziele sind jetzt Nachhaltigkeit, Gerechtigkeit und gute Lebensqualität. Auch Innovation ist kein Selbstzweck",https://twitter.com/Karl_Lauterbach/status/1302622516142387201,anti-growth economy +
"Trump wälzt in seinem Pressebriefing-Hokuspokus ALLE Schuld an der desaströsen Lage auf Obama ab. Wohlgemerkt, er selber hat, aus Kostengründen, die von Obama eingerichtete Pandemieabtlg. ersatzlos aufgelöst.",https://twitter.com/Graf_Fencheltee/status/1247293906280157188,welfare +
Täglich kommen zwei Minderjährige in Berlin an. Die Eltern wollen oft über Familiennachzug folgen. Das Landesjugendamt zahlt 8500 Euro pro Kind pro Monat. https://t.co/SVr2Ps7rU8,https://twitter.com/Tagesspiegel/status/1347429092220674052,multiculturalism +
"Woher kommt denn der Wahn erneut , dass Kultur immer richtig und gut ist? Kultur als das Sakrale2.0 .",https://twitter.com/Volker_Beck/status/1237781787608338433,undefined
"Völkerrechtswidrige Angriffe der türkischen #NATO-Armee auf das #Şingal-Gebirge und das Flüchtlingscamp #Mexmûr. Wiedermal greift die #Türkei die #Jesiden der Region an. 
Rache für den Sieg gegen den Erdogan-nahen #IS (Da'ish)? 
Was sagen das @AuswaertigesAmt @HeikoMaas dazu? https://t.co/9svsDL8V67",https://twitter.com/TobiasHuch/status/1272311881403977734,internationalism +
"beobachte auch immer wueder, dass gerade ältere Herren ein Problem mit dem Abstandsgebot haben",https://twitter.com/a_khalaila/status/1253230715090751488,welfare +
"Kann mir jemand erklären, warum die @Polizei_Ffm die Demo der #Seebrücke auflöst, die der Aluhutträger, Fragida-Gründer und Verschwörungstheoretiker aber nicht? 🤔 https://t.co/RhI8gN5kWf",https://twitter.com/mariusweiss/status/1259398756186959879,national way of life -
"👑 Hey Kings und Queens 👑

Gönnjamin ist am Start und verteilt heute einen Diamondrang und 2x 15 Euro Shopgutscheine.

Mitmachen?
Beitrag liken ❤
Uns folgen ✅
1 Freund markieren 🤝

Auflösung wie immer am Sonntag Abend 👍

Viel Glück Törööö 🤜🤛🔥 https://t.co/ZntcWOxx1m",https://twitter.com/MineSuchtNET/status/1291764640037441536,undefined
Ich freue mich über die klaren Worte der Bundeskanzlerin zu den Gewalttaten in #Stuttgart und für ihre wohltuenden Worte zur Arbeit der Polizeibeamten!,https://twitter.com/HGMaassen/status/1274788126536409092,law and order +
"Der politische Diskurs gerät aus den Fugen und offenbart sich in immer schärfere Art &amp; Weise der Auseinandersetzung, bis hin zu Gewalt- &amp; Straftaten. Dieses Klima beunruhig mich zu tief. Demokratisches Engagement in der politischen Mitte hat einen Wert - und Respekt verdient. https://t.co/3h4fZQJHZt",https://twitter.com/Chr_Sauter/status/1227551344141242378,democracy +
"Falsch! Die Klimakrise basiert auf Marktversagen. Der freie Markt kann die Klimakrise nicht aufhalten. Es braucht staatliche Interventionen und gemeinsames internationales Vorgehen, um sie in den Griff zu bekommen. (prw) https://t.co/uAXB4Ymhoj",https://twitter.com/rendiwagner/status/1281596930456420354,environmentalism +
Großer Medienrummel: #AfD-Chef Dirk Nockemann und Alexander Wolf mit Bürgern im Gespräch. #hhbue #hhbue2020 #wähldichwarm #Hamburg #Demokratie – at Haus der Jugend Bramfeld,https://twitter.com/AfD_Fraktion_HH/status/1227524034256146432,undefined
"""Junge männliche Muslime verlangen in der Klasse, dass die Mädchen ihre Arme bedecken und dass deren Hosen die Fußknöchel bedecken."" Lehrerin aus dem Ruhrgebiet berichtet von ihrem Schulalltag in Klassen mit bis zu 90% muslimischen Schülern
https://t.co/DpdK92mAfr",https://twitter.com/Einzelfallinfos/status/1321543548173516801,multiculturalism -
"Gleich beschließen wir den #Mietendeckel in Berlin und damit das zweite historische Gesetz nach dem Mobilitätsgesetz. Fühlt sich gut an, dieses Rot-Rot-Grün. ",https://twitter.com/GYGeorg/status/1222833543174402048,controlled economy +
"""Für die Überwachung mit Drohnen bedürfte es jedoch meines Erachtens einer eigenen Ermächtigungsgrundlage, weil eine solche Überwachung typischerweise ein allgemeines Gefühl des Beobachtetwerdens und einen Einschüchterungseffekt erzeugt."" ",https://twitter.com/datenreiserecht/status/1246687105230811137,freedom/human rights +
"so freunde dit is der tweet - ich suche einen professionellen cutter für meinen youtube kanal. ich schaffe es durch mein studium und 5 streams die woche nicht auch noch 2 videos hochzuladen. habe es versuche - geht nicht | 
markiert mal bitte die besten die ihr kennt",https://twitter.com/dieserkingphil/status/1337691223029669891,undefined
"„Aber wie sollen wir die Kids noch zum Lernen kriegen, wenn bei den Aufgaben „freiwillig“ steht?“

Wir müssen uns eher fragen, warum Kinder nur für die Pflicht lernen? Wenn eine Note folgt?

Uns fliegen jetzt die verstaubten Schwachstellen des schulischen Lernens um die Ohren.",https://twitter.com/liniertkariert/status/1244290166887518210,education +
"Heute, 20.3. NEU auf 
Unter­­stützungs­­personal Krisen­­manage­ment gesucht (#Corona Containment Scouts) #Jobs

#COVID19 Dashboard zu Fallzahlen 
Aktualisiert:

Hygienemaßnahmen i.R.d. Behandlung &amp; Pflege von COVID19-Patienten

FAQ https://t.co/eqfqDXwvgT",https://twitter.com/rki_de/status/1241057746679746560,undefined
"Liebe Twitterer,

mit 60 Mio. Aufrufen („impressions“) meiner Tweets beende ich dieses Jahr und wünsche Ihnen alles Gute für 2021!

Ihr Prof. Homburg

P. S.: Etwas Spaß zu Silvester muss sein: In meinem Lieblings-Cartoon geht es um „exponentielles Wachstum“. https://t.co/K3QuYEu7k9",https://twitter.com/SHomburg/status/1344521996630175745,welfare -
"Ab 1. September weiten wir die Corona-Tests im Tourismus aus. Neben den Mitarbeitern mit Gästekontakt in gewerblichen Beherbergungsbetrieben können sich auch jene von Gastronomiebetrieben, Campingplätzen und Jugendherbergen regelmäßig testen lassen. (1/2)",https://twitter.com/ElliKoestinger/status/1298912899109392386,undefined
"Wir sollten uns im Klaren sein, was wir schaffen wollen! #Integration ist nicht nur Sprache, Arbeit, Unterkunft. Emotionales Ankommen, die Verinnerlichungen der Werte, die Identitätsverlustängste abbauen - all das ist noch nicht geschafft. Es fehlt ein Bewusstsein für die Aufgabe",https://twitter.com/AhmadMansour__/status/1299428545077354497,multiculturalism +
"Wer unter meinen Followlingen hat denn echt Hintergrund in Virusgenetik und Lust, mir kurz zu helfen? Zeitaufwand etwa ne Stunde, Unterhaltungswert vermutlich hoch. ^^",https://twitter.com/Fischblog/status/1223977091076706304,undefined
"Was #Lafontaine nicht erwähnt, dass kein Flüchtlingskind 5000 € in Bar bekommt. Davon wird das Kinderheim, die Erzieher, der Hausmeister usw.. bezahlt. Dadurch entstehen Jobs und das Geld geht in den Wirtschaftskreislauf zurück. 1/2 https://t.co/38u4ZzHzxp",https://twitter.com/Deprifrei/status/1311389311892426755,labour +
"Auf meine Frage, was die CDU konkret gegen Rechtsextremismus tue, hat sie mir glaube ich spalterisches Verhalten vorgeworfen.

Wie wäre es, wenn wir alle mal *sehr höflich!* und demokratisch bei @cdu und ihren Abgeordneten nachfragen:

Was macht eigentlich die #cdugegenrechts? https://t.co/0juGWEAZfS",https://twitter.com/nicosemsrott/status/1230527645818982401,social justice +
"Wegen der Corona-Regeln können sich unverheiratete Paare seit Monaten nicht sehen. Während Innenminister Seehofer auf eine europäische Lösung wartet, drängt Außenminister Maas auf nationale Ausnahmen. https://t.co/QEqxyILNyL",https://twitter.com/derspiegel/status/1289543219840262144,gov-admin efficiency +
"(1) Traurig aber wahr: Wir haben jetzt etwa Sterbezahlen der US erreicht, während wir in der 1. Welle so viel besser waren. Erfolg der 1. Welle hat leichtsinnig gemacht. Und der ewige Streit über „Ansteckung bei Kindern“, „diesmal nur Jüngere infiziert“, „mit Virus leben lernen“ https://t.co/A7YQUeIsqb",https://twitter.com/Karl_Lauterbach/status/1341709197029863424,gov-admin efficiency +
"Die Kollegin die nicht so gut deutsch spricht will deutsche Redewendungen und Sprichwörter lernen und jetzt hab ich Ärger bekommen weil ""Heute bleibt die Fotze kalt, heute wird anal geknallt"" angeblich NiChT aLs ReDeWeNdUnG GiLt🙄",https://twitter.com/schwartz_ht/status/1263767018437820416,undefined
.@KenzaAbbou hüpft in die #LMFishbowl und stellt die Frage nach der digitalen Bildung. ,https://twitter.com/landaumedia/status/1222591689723928576,education +
"Der stramme linksgrüne Kurs der öffentlich-rechtlichen ist auch für die Zukunft gesichert: Eine Umfrage ergab eine Mehrheit beim ARD-Nachwuchs, wie sie für demokratischen Systeme untypisch ist: 92 Prozent würden grün-rot-rot wählen - allein grün 57 Prozent.https://t.co/7CNBlE11uS",https://twitter.com/reitschuster/status/1323733744872808450,democracy +
"Heute Morgen besetzen ""Klimaaktivisten"" in #Berlin die Zufahrt Bismarckstrasse/Am Schillertheater. Die Polizei schaut. Eine Spur der Bismarckstrasse ist blockiert. Im Berufsverkehr.
Ist die @polizeiberlin nicht Willens oder in der Lage, die Strasse entsprechend zu räumen?",https://twitter.com/Chlodwig14/status/1313380601983107072,law and order +
"Ökonomischer Analphabetismus aus drei Gründen:
1. Das Vermögen ist kein cash, sondern in Unternehmensanteilen gebunden
2. Veräußert man diese Anteile massenhaft, sinkt deren Wert
3. Chinesische u. amerikanische Investoren freuen sich über Schnäppchen https://t.co/RwePy0aMW4",https://twitter.com/db11fs/status/1249234810750619648,free enterprise +
"#OEffnungsdiskussionsorgien? Diskussion über Grundrechtseingriffe &amp; Existenzsorgen verdient Respekt statt Verächtlichmachung. #Debatte keine Majestätsbeleidigung, keine politische Entscheidung alternativlos. Lernfähigkeit ist Normalität &amp; Stärke von #Demokratie &amp; #Föderalismus",https://twitter.com/LindaTeuteberg/status/1252184885202124802,democracy +
"Ich will mir ein gutes Leben in Deutschland auch noch für die nächsten paar Generationen vorstellen können. Leider sehe ich das im Moment überhaupt nicht. Stattdessen sehe ich Unordnung, Zerfall, Verrohung und ein instabile Gesellschaft, die von inneren Konflikten geprägt ist.",https://twitter.com/Netzdenunziant/status/1296544171067674629,national way of life +
"Alle in unserem Land müssen sich an unsere Verfassung &amp; die Gesetze halten. Das ist unser demokratischer Konsens. Jeder &amp; jedem stehen Gerichte offen. Jede/r darf demonstrieren &amp; ihre/seine Meinung sagen, solange diese dem Grundgesetz nicht zuwider geht. (1/2)",https://twitter.com/cem_oezdemir/status/1316374857425326081,democracy +
"Die eigentliche Gefahr der sogenannten ""Pandemie"" ist nicht die Ansteckung mit einem Virus, das aus China kommt, sondern mit dem totalitären System, das aus China kommt.",https://twitter.com/Markus_Krall/status/1326621421951455234,democracy +
"Kiel führt ab 1. Juli eine sogenannte geschlechtergerechte Sprache in ihrer Verwaltung ein. Städtische Ämter, Behörden und Betriebe müssen künftig das Gender-Sternchen („Kieler*innen“) oder geschlechtsneutrale Formulierungen („Studierende“) verwenden.
https://t.co/7oKevlCe5v",https://twitter.com/Junge_Freiheit/status/1269922248078622721,traditional morality +
"1946: Bevor George Orwell mit der Arbeit an „1984“ beginnt, veröffentlicht er noch einen Aufsatz über „A nice Cup of tea“. Der Text enthält auch seine elf goldenen Regeln der Teezubereitung. Eine davon: Erst den Tee, dann die Milch.",https://twitter.com/drguidoknapp/status/1335174877121310722,undefined
"Bin ja neugierig, womit die ÖVP morgen von der Blümel - Budget - Peinlichkeit ablenken will? Flüchtlinge? Schwierig. Ibiza? Mmh. Die 59 Pressesprecher_innen im Kanzleramt machen Nachtdienst, habe ich gehört. Schau ma mal.",https://twitter.com/HBrandstaetter/status/1266102720479539200,political authority +
"Bestürzende Bilder aus #Italien. Italien braucht Unterstützung bei ärztlichem Personal, der Pflege und medizinischer Ausrüstung wie Beatmungsgeräten. Ich unterstütze den Vorschlag von @markrutte, europäischen Fonds zu schaffen, aus dem medizinische Nothilfe geleistet werden kann.",https://twitter.com/c_lindner/status/1246750272174637057,europe +
"Die #EU-Kommission plant ein neues gemeinsames #Asylsystem. Sie schlägt erneut Quoten zur Verteilung von #Flüchtlingen vor. Wäre #vonderLeyen Klempner, würde sie ausgetretenes Wasser im Haus verteilen anstatt die Lecks zu beheben.",https://twitter.com/artemi_ecrit/status/1275714586180759554,national way of life +
"Also, @igorpianist ist ja Jude, dessen Heimat Israel ist. Und ich bin Islamist, der nach Pakistan gehört. Nun sind wir beide befreundet. Wir begeistern uns beide für das Kazoo. Was also ist das, was wir machen? Eine große jüdisch-islamische Verschwörung gegen das deutsche Volk? https://t.co/r7Jw0lNuqD",https://twitter.com/HasnainKazim/status/1277157846409494530,multiculturalism +
"Unser Konzept: Sicherung von Arbeitsplätzen, den Staat aus den Schulden herausführen, das Bildungssystem digitalisieren, das Aufstiegsversprechen der soz. Marktwirtschaft erneuern, Transformation bei Digitalisierung und Klimaschutz, @c_lindner @ZDF-#Sommerinterview @berlindirekt",https://twitter.com/fdp/status/1287439962493902849,political authority +
"Nein, was da in #SachsenAnhalt passiert, ist nicht der Untergang der Demokratie. Und es ist auch kein zweiter Fall Kemmerich. Warum SPD, Grüne und andere gerade im Ton überziehen und wieso es nicht gleich rechts ist, wenn man nicht mehr #Rundfunkbeitrag will - mein Kommentar 👇👇 https://t.co/PCFTrZQ0Uz",https://twitter.com/mmachowecz/status/1334561409242427395,political authority +
"Todesursachen dieses Jahr
- 3 Mio übertragb. Krankh.
- 10 Mio Abtreibung
- 73 000 Mütter/Gebt.
- 400 000 HIV
- 230 000 Malaria
- 255 000 Suizid
- 1,2 Mio Raucher
- 1,95 Mio Krebs
- 320 000 Verkehr
- 841 000 Unterernährung
- 115 000 Grippe
- 26 000 Corona
 https://t.co/kX5gVlhmTq",https://twitter.com/alex_baur/status/1243613310706221056,welfare -
"Was wir JETZT konkret machen müssen:
- Tragen v. Masken
- Home-Office
- Private Treffen &lt;5-10 Pers.
- Öffentl.Versammlungen &lt;50 Pers. 
- Restaurants, Bars, z. B. nur bis 21.00 Uhr
- Keine Aktivitäten m. Risiko++ Übertragung des SARS-CoV-2
- Online-Bildung
https://t.co/0JrC0yUYu8",https://twitter.com/MBattegay/status/1319923078630092800,undefined
Wie war das doch gleich? Wir müssen jetzt endlich offen über „Ausländer und Gewalt gegen die Polizei sprechen?“ @BILD schreibt: „Die meisten Täter sind Deutsche und betrunken“. https://t.co/zN3PWDqw0K,https://twitter.com/SawsanChebli/status/1277151053277016065,multiculturalism +
"Soros ist 90, Schwab 82. Beide haben die Entwicklung des aktuellen Kapitalismus wesentlich mitgeprägt u sind mit ihrem Konzept gescheitert. Nun verkaufen sie uns Rezepte, wie ihr Modell gerettet werden kann. Es ist der letzte Versuch verzweifelter Dilettanten ihr System zu retten",https://twitter.com/Spiro0815/status/1333659993263001601,undefined
Alles wollen sie regeln. Von der Temperatur und der Beleuchtung unserer Häuser über unseren Salz- und Zuckerkonsum bis zum Furzen unserer Kühe wollen sie alles regeln. Nur die Zuwanderung wollen sie unter keinen Umständen regeln. - Welche Absicht wohl dahintersteckt?,https://twitter.com/zac1967/status/1298498572078522368,national way of life +
"Das #Infektionsschutzgesetz hebelt das Parlament und damit die Demokratie aus.

Grundrechte sind nicht verhandelbar, das parlamentarische System ist nicht verhandelbar.

Viele schlimme Dinge kamen mit ""guten Vorsätzen"".",https://twitter.com/AliCologne/status/1328996467898523655,democracy +
Was für eine irreführende Schlagzeile: #Merkel sichert #Deutschland zusätzliche Milliarde – Richtig wäre: #Macron freut sich über #Schulden und #Transferunion via @welt,https://twitter.com/thinkBTO/status/1285476786797793280,europe -
"Das exponentielle Wachstum der #Corona-Infektionen ist gestoppt. Doch noch immer sind die täglich gemeldeten Zahlen des RKI hoch, zu hoch. Daher haben Bund &amp; Länder heute die geltenden Maßnahmen weiter konkretisiert. Eine Übersicht lesen Sie hier: 👉🏼https://t.co/UIWxwluw3K",https://twitter.com/CDU/status/1328423001822523392,welfare +
"Ein brutalo-#Antifa- Bürschchen tritt einen wehrlosen Menschen halbtot und ins Koma. Grüne, SPD und Linke fördern bei uns diesen Abschaum. Und unsere @CDU geht mit der Antifa demonstrieren. Da weiß man, was uns blüht. #Trump hat völlig Recht: Diese Terror-Truppe gehört verboten! https://t.co/kkYvyNGgXA",https://twitter.com/lawyerberlin/status/1267413034567434240,national way of life +
Bergkarabach - Neue Waffen verändern den Krieg #Bergkarabach #Armenien #Aserbaidschan #Drohnen #Waffen,https://twitter.com/tagesschau/status/1313352737678135301,undefined
"Hat Frau #Merkel eigentlich schon mit #Macron gesprochen, um zu klären, wie Deutschland Frankreich im Kampf gegen den #Islamismus unterstützen kann? Wie die Zusammenarbeit auf europäischer Ebene aussieht? Hier wäre tatsächlich mal Zusammenhalt gefragt. #Terror",https://twitter.com/JoanaCotar/status/1323305774521659392,internationalism +
Unser Oberbürgermeister @Burkhard_Jung mit klaren Worten Richtung AfD: „Ihr seid keine Demokraten. Mit euch reden wir nicht. Mit euch diskutieren wir nicht.. Euch zeigen wir die rote Karte.“ #Thüringen #obmle20,https://twitter.com/SPDLeipzig/status/1225129585618169859,democracy +
"Unser Kindergarten achtet auf ein gesundes Frühstück, jedoch ohne Logik.
Der Apfel ist okay wenn er am Stück ist. Aber wehe man macht Mus daraus. (Ohne Zuckerzusatz) Dann wird er plötzlich ungesund. Die Kinder dürfen es nicht essen. 
Aber Schokomüsli ist okay 🤨🧐",https://twitter.com/XSchwester/status/1235908082489872384,undefined
Nenne eine*n Lieblingspolitiker*in aus jeder Bundestagsfraktion CDU/CSU: Johannes Steiniger SPD: Michelle Müntefering AfD: - (einzig richtige Antwort) FDP: Konstantin Kuhle Linke: Dietmar Bartsch Grüne: Annalena Baerbock Nominiere @LillyBlaudszun @magali_mohr @tatentschluss,https://twitter.com/politbach/status/1243638069212917763,undefined
"Klare Ansage von @economie_suisse Vize Präsident H. Hess im Interview mit @retolipp bei #eco: „Klimaschutz bleibt zentrales Anliegen. Wir sind auf den Weg des #Klimaschutzes eingespurt - und bleiben dabei!“ Kein Support für @auto_suisse, die Co2 Vorgaben lockern wollen ",https://twitter.com/fabianetter/status/1259949426744987651,environmentalism +
"Guten Morgen ! Frage bezüglich des Infektionsrisikos von Lehrern und Personal in Kitas. Ich habe bisher nur Daten und Literatur gefunden, die keine erhöhte Infektionsrate bei Lehrern gefunden hat. Gibt es andere Daten/Literatur? Bitte keine Anekdoten oder Plausibilitäten. Danke",https://twitter.com/Kellerpass/status/1340179563872202752,undefined
"Diese Einladung der Tochter einer reichen Familie in den Staatsfunk ist ein offener Stinkefinger an Demokratie UND Bildungstradition. Was hat diese Dame denn geleistet, außer in eine reiche Familie hineingeboren zu sein? Was ist ihre Qualifikation und/oder Legitimation? https://t.co/vO0bfxNmvN",https://twitter.com/dushanwegner/status/1328629154384916480,social justice +
"In der Bild beklagen sich einige Unternehmen wie folgt:

""Während sie in der Corona-Krise schließen müssen, kann die Online-Konkurrenz weiter wirtschaften.""

muss aber heißen:

""Während sie die letzten 10 Jahren schliefen,..."" 

https://t.co/zjCFEzRp01",https://twitter.com/supergraf/status/1241341912084340739,infrastructure +
"Senatorin #Scheeres leitet aktuell den täglichen Stab der @SenBJF zur Corona-Pandemie. Weitere Informationen zur #Notbetreuung an #Schulen und #Kitas in Berlin folgen im Laufe des Tages. #COVID19 #coronavirus – at Senatsverwaltung für Bildung, Jugend und Familie",https://twitter.com/SenBJF/status/1238787832036163585,education +
"@AnnaVTreuenfels „Diese Stadt braucht uns Liberale. Wir brauchen eine Wirtschaftspolitik die Infrastrukturprojekte fördert und nicht blockiert! Was wir hier brauchen ist ganz einfach, einen Ausbau von ÖPNV in #Hamburg Wir wollen eine Pragmatische Verkehrspolitik!“ #FDP",https://twitter.com/fdphh/status/1228649100406599681,infrastructure +
"Pflegekräfte im Krankenhaus haben trotz Systemrelevanz keine Erhöhung ihrer Bezüge gesehen. Das wird junge Leute abschrecken, ein Beruf mit Überstunden, schlechter Bezahlung und fast ohne Aufstieg. Wir müssen die Pflege in höhere Tarifgruppen aufstocken https://t.co/eGTmllZs8B",https://twitter.com/Karl_Lauterbach/status/1281528025478311936,labour +
"Gebt das #Hanf frei und macht den Dealer arbeitslos! Auch in Corona-Zeiten wollen wir 420 nicht verstreichen lassen, ohne auf unsere Forderung zur #Cannabis-#Legalisierung hinzuweisen. Aber auch hier muss natürlich gelten #smokethefuckhome. 😉 https://t.co/WrPlezd7Jo",https://twitter.com/jungeliberale/status/1252181955078209539,traditional morality -
#Corona hat auch an den Hochschulen vieles verändert. Wie funktioniert gute Lehre und Forschung in der Pandemie? Wie geht es den Studierenden ohne Nebenjobs? - Kanzlerin #Merkel diskutiert darüber im digitalen Bürgerdialog. Live um 10 Uhr: https://t.co/ChaU8Iovp5,https://twitter.com/RegSprecher/status/1338747747361562626,education +
"Wenn ich @BgmLudwig wär und @chriswiederkehr stell ich mich morgen vor die Presse und sag, „Das Mädchen kann nix dafür. Wir lassen sie via Distance Learning die Schule fertig machen. Jeden einzelnen Tag unterstützen wir sie, dass sie einen Abschluss bekommt.“ 
Das wär schön.",https://twitter.com/EukeFrank/status/1355271091531489282,education +
"Unverantwortlich @peteraltmaier: Selbst IEA empfiehlt den Ausbau Erneuerbarer um den wirtschaftlichen Einbruch durch #COVID19 abzufedern - von den anderen Vorteilen einer erfolgreich abgeschlossenen #Energiewende abgesehen: Importunabhängigkeit, Kosten, saubere Luft, CO2, Vorbild ",https://twitter.com/solarpapst/status/1239484192292995072,environmentalism +
Das Bild hatte ich in meinem Twitter Profil. Es ist immer wieder auf mysteriöse Art und Weise verschwunden. Habe es in der letzten Stunde 2mal wieder als Hintergrundbild eingesetzt. Jetzt ist es wieder weg. Hat Twitter da seine Hände im Spiel? https://t.co/NqMOO3sIuS,https://twitter.com/ErnstAu39505869/status/1325147659838103552,freedom/human rights +
"Wir sehen eure Erfahrungen aus mit #Umzug und #Internet ggf. mit negativem Schufa-Eintrag, Schulden der Vergangenheit.

Welcher Anbieter hat euch letztendlich die Teilhabe möglich gemacht, wie habt ihr die Herausforderung gemeistert? #Followerpower #EineSorgeWeniger",https://twitter.com/sorgeweniger/status/1297895508502093826,social justice +
"Wir sind sehr froh, dass @JoeBiden die USA auf die internationale Bühne zurückführen will als verlässlicher Partner für Frieden. Dafür werden die USA gebraucht. Wir erreichen unsere Ziele, z.B. zu verhindern, dass Iran Atomwaffen bekommt, nur gemeinsam. https://t.co/cAM8BOPj7s",https://twitter.com/HeikoMaas/status/1353646022627651584,internationalism +
Wir müssen konsequent gegen jede Form von #Antisemitismus kämpfen! BK @sebastiankurz &amp; ich haben uns deshalb heute mit #IKG-Präsident Oskar #Deutsch über die Umsetzung der nationalen Strategie gegen Antisemitismus &amp; Maßnahmen zur Stärkung des jüdischen Lebens ausgetauscht. 🤝 https://t.co/eF8vjSgQg7,https://twitter.com/k_edtstadler/status/1270777227131727872,social justice +
"""Ich bin Integrationsministerin. Wien. Favoriten. Politischer Islam. Politischer Islam. Politischer Islam. Wien. Favoriten. Ich bin Integrationsministerin. Weg von romantischer Multikulturalität. Ich bin Integrationsministerin. Wien."" #Zusammenfassung #Raab #zib2",https://twitter.com/diemaida/status/1283866382992642049,undefined
"Ich merke bei meinen Studierenden wie lange es dauert um Cisnormativität und Heteronormativität zu verlernen - da bete ich ein Semester lang runter, dass nicht nur Frauen Uteri haben &amp; gleichgeschlechtliche Beziehungen existieren und bekomme Texte mit „Gebärende = Frau“",https://twitter.com/AnnikaSpahn/status/1281127062389096448,social justice +
"""Die FDP, die liberale Partei der Freiheit und Menschenrechte, als Steigbügelhalterin des Faschismus, das ist der Eindruck des Tages, und Lindner hat ihm wenig Leidenschaft entgegenzusetzen."" https://t.co/HSA9n6qK9Z",https://twitter.com/derspiegel/status/1225319117328089095,political authority +
"Mein 7-jähriger heute zu mir „Papa, du bist Deutscher!“.  Ich:„auch Israeli. Wir leben in Israel“.  Er: „dein Deutsch ist besser als dein Hebräisch, also Deutscher“. Ich: „kann ich nicht beides sein?“ Er: „Deutscher!“ 

Zum 1.Mal nennt mich jmd. „Deutscher“ und meint es auch so.",https://twitter.com/aryeshalicar/status/1243946625493610497,multiculturalism +
"Sind es Verschwörungstheoretiker, Rechte oder ganz vernünftige Menschen? Wie entstehen die #CoronaProteste? Eine Suche nach Antworten bei Demo-Organisatoren und einer Protestforscherin. #Covid19 #CoronavirusDE https://t.co/kdOhWBuaMT",https://twitter.com/ZDFheute/status/1261561460834041856,freedom/human rights +
"Warum Buße? Wenn wir unsere Sünden bekennen,so ist er treu und gerecht,daß er uns die Sünden vergibt und uns reinigt von aller Ungerechtigkeit.Wenn wir sagen,daß wir nicht gesündigt haben,so machen wir ihn zum Lügner,und sein Wort ist nicht in uns. 1.Joh.1:9- #TheRepentanceGospel",https://twitter.com/KoechTab/status/1254100290367893505,traditional morality +
"#Frontex hat die Vorwürfe gegen #Frontex intern geprüft und ist zu dem Schluß gekommen, dass die Vorwürfe gegen #Frontex haltlos sind. https://t.co/rnP2dc0XMG",https://twitter.com/SEENOTRETTUNG/status/1333514610897526787,democracy +
